"ID (do not edit)","Content type","Element type","Source language (PT)","Target language (EN)"
"{""contentId"":""eff41efa-b978-447a-9b23-3351474c01d2"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é a própria visão de Meghaśrī. Não há milagres externos, mas a descrição de sua percepção interna: ele vê em todas as dez direções um número de Budas que cresce de dez a um número igual aos átomos em incontáveis reinos búdicos. Ele também percebe as qualidades distintas de cada um desses Budas.",
"{""contentId"":""eff41efa-b978-447a-9b23-3351474c01d2"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","MEGHAŚRĪ",
"{""contentId"":""eff41efa-b978-447a-9b23-3351474c01d2"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Glória da Nuvem",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Em uma floresta ao lado da cidade de Bharukaccha.",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","O diálogo é um dos mais curtos da jornada. Sudhana pergunta, Sucandra nomeia sua liberação e imediatamente se declara incapaz de conhecer a conduta de bodhisattvas que alcançaram incontáveis liberações.",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","Sucandra declara que conhece a liberação do bodhisattva chamada ""a luz imaculada da sabedoria"" (the stainless light of wisdom).",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1",,
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Seguindo a indicação de Muktāsāra, Sudhana encontra o chefe de família Sucandra, presta as homenagens e faz sua pergunta sobre a conduta do bodhisattva.",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende sobre outra liberação, desta vez ligada à ""luz"" e ""sabedoria"". O encontro com um chefe de família como mestre reforça a ideia de que a realização não se limita a monges ou seres celestiais. A simplicidade do encontro destaca a importância de seguir o caminho passo a passo.",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- O Guia Leigo: Continua o tema de encontrar sabedoria profunda em praticantes leigos.",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Sucandra, afirmando humildemente conhecer apenas esta liberação, direciona Sudhana para a cidade de Roruka, na região sul, para encontrar outro chefe de família chamado Ajitasena.",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","Nenhuma. O texto não descreve nenhuma manifestação miraculosa; a liberação é apenas nomeada.",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","SUCANDRA",
"{""contentId"":""d4f63d73-1d59-4d92-b434-cefe16dd70d8"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Boa Lua",
"{""contentId"":""3f7d6043-4d95-4aff-9b43-d2e4921ea731"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_3"">Águas da Prata, SP</h2>","<h2 class=""font_3"">&Aacute;guas da Prata, SP</h2>"
"{""contentId"":""f5f5f535-d1c0-4dbd-937f-500f0be3bb4c"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra Ratnacūḍa e é convidado para sua casa, uma estrutura magnífica de dez andares, que funciona como um mandala tridimensional da jornada do bodhisattva.",
"{""contentId"":""f5f5f535-d1c0-4dbd-937f-500f0be3bb4c"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra Ratnacūḍa no mercado da cidade. Ratnacūḍa leva-o para a sua casa de dez andares feita de ouro. Nos primeiros quatro andares ele testemunha a atividade de generosidade dos bodhisattvas, e no quinto andar e acima ele vê bodhisattvas a discutir o Dharma. No décimo andar todos os bodhisattvas estão na sua última vida. Ratnacūḍa conta a Sudhana como, no passado, fez uma oferenda de incenso a um buda e o aroma cobriu o mundo inteiro durante uma semana.",
"{""contentId"":""f5f5f535-d1c0-4dbd-937f-500f0be3bb4c"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1or5nj0smIXHWd8Sb19v2k3DM58ssVIqH/view?usp=drive_link",
"{""contentId"":""f5f5f535-d1c0-4dbd-937f-500f0be3bb4c"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=18",
"{""contentId"":""f5f5f535-d1c0-4dbd-937f-500f0be3bb4c"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Chefe de família",
"{""contentId"":""f5f5f535-d1c0-4dbd-937f-500f0be3bb4c"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo18.glb",
"{""contentId"":""f5f5f535-d1c0-4dbd-937f-500f0be3bb4c"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Sudarśana",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","No céu, acima da cidade de Kapilavastu.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Vāsantī explica sua liberação e detalha exaustivamente as formas como protege os seres em todos os tipos de situações perigosas e escuras. Ela então narra a história de sua aspiração original, que surgiu na presença do Buda Sarva­dharma­nigarjita­rāja em uma vida passada, e como ela obteve essa liberação na presença do Buda Sumeru­dhvajāyatana­śānta­netra­śrī.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada ""o portal para guiar os seres através da radiância do Dharma que elimina a escuridão de todos os seres"". O ensinamento de Vāsantī é a compaixão protetora em ação. Ela se dedica a ser um refúgio para todos os que sofrem, especialmente na escuridão e no perigo, usando vários métodos para protegê-los de danos físicos e guiá-los para longe do sofrimento espiritual e das visões errôneas.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","A assembleia é visionária, percebida dentro dos poros de Vāsantī. É composta por todos os incontáveis seres que ela protegeu e guiou em todos os reinos e situações, desde aqueles que ela salvou de renascimentos inferiores até aqueles que ela estabeleceu no caminho da onisciência.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Ao chegar a Kapilavastu ao anoitecer, Sudhana vê Vāsantī em um kūṭāgāra (pavilhão) de joias no céu. Seu corpo é da cor do ouro e contém as estrelas, a lua e os planetas. Dentro de seus poros, Sudhana vê uma manifestação de toda a sua atividade compassiva, incluindo todos os seres que ela já salvou e os métodos que ela usa para guiá-los.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende sobre a compaixão como uma força ativa, protetora e incansável que opera nos momentos de maior vulnerabilidade dos seres (a noite, a escuridão, o perigo). Ele compreende que o trabalho de um bodhisattva é ser um refúgio universal, dissipando não apenas a escuridão da ignorância, mas também a escuridão literal que traz medo e sofrimento.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Protetora da Escuridão: O papel único de Vāsantī como uma deusa da noite cuja prática se concentra em proteger os seres durante a escuridão física e espiritual.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Vāsantī humildemente admite que conhece apenas este portal da liberação. Ela direciona Sudhana para encontrar a próxima deusa da noite no bodhimaṇḍa, chamada Samanta­gambhīra­śrī­vimala­prabhā.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é a visão que Sudhana tem dentro dos poros de Vāsantī, onde ele vê todos os seres que ela ajudou, seus métodos de ensino e sua própria jornada de bodhisattva. Além disso, ela detalha como manifesta formas adaptadas (como o sol, a lua, um capitão de navio, um rei cavalo, ou a luz de ervas em chamas) para proteger ativamente os seres de perigos específicos, como naufrágios, se perder em desertos, cair de penhascos ou serem atacados por bandidos.",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","VĀSANTĪ",
"{""contentId"":""f23c8e0c-26ff-4d29-b68f-42e9b17c5759"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Deusa da Primavera",
"{""contentId"":""efe37885-4d1f-4577-a3f7-81b81a9562c6"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana se aproxima da deusa, cujo nome significa ""Aquela Cujos Olhos Alegres Iluminam o Mundo"".",
"{""contentId"":""efe37885-4d1f-4577-a3f7-81b81a9562c6"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana vai para o lado sul da bodhimaṇḍa, onde vê a deusa da noite Pramuditanayanajagadvirocanā. Sudhana vê corpos emanados, tão numerosos quanto todos os seres, saindo de todos os seus poros, ensinando o caminho do bodhisattva aos seres em diferentes línguas e formas. Sudhana elogia-a em verso e depois pergunta-lhe quando é que ela alcançou a sua liberação bodhisattvica, chamada a bandeira do poder da alegria vasta, sem mácula e completamente boa.",
"{""contentId"":""efe37885-4d1f-4577-a3f7-81b81a9562c6"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1g7KSQafUfQnLgZA0ZmFXXnDkanWKfuQP/view?usp=drive_link",
"{""contentId"":""efe37885-4d1f-4577-a3f7-81b81a9562c6"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=36",
"{""contentId"":""efe37885-4d1f-4577-a3f7-81b81a9562c6"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Deusa da Noite",
"{""contentId"":""efe37885-4d1f-4577-a3f7-81b81a9562c6"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo36.glb",
"{""contentId"":""efe37885-4d1f-4577-a3f7-81b81a9562c6"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Pramudita­nayana­jagad­virocanā",
"{""contentId"":""f8f8280a-41cd-4cef-9e12-c450ab7cca17"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Āśā está sentada em um grande trono feito da essência do ouro, adornada com uma coroa de pérolas e joias preciosas que emitem raios de luz gloriosa. Seus braços são decorados com braceletes de ouro e ela usa brincos de pendente azul escuro, todos brilhantes e radiantes.",
"{""contentId"":""f8f8280a-41cd-4cef-9e12-c450ab7cca17"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana chega ao Parque Samantavyūha, que é milagrosamente belo e feito de substâncias preciosas. A upāsikā Āśā está sentada num trono dentro de um magnífico palácio, com um vasto número de seres de vários tipos a prestar-lhe homenagem. Ela diz a Sudhana que alcançou a liberação bodhisattvica, chamada estandarte da bem-aventurança sem tristeza, e conta seu passado como aluna de inúmeros budas. Ela enfatiza como os bodhisattvas são dedicados ao bem-estar de todos os seres.",
"{""contentId"":""f8f8280a-41cd-4cef-9e12-c450ab7cca17"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1i6Gx_VjZXE64pIfHIDJzxsmZrKbnJmXs/view?usp=drive_link",
"{""contentId"":""f8f8280a-41cd-4cef-9e12-c450ab7cca17"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=10",
"{""contentId"":""f8f8280a-41cd-4cef-9e12-c450ab7cca17"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Devota leiga",
"{""contentId"":""f8f8280a-41cd-4cef-9e12-c450ab7cca17"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo10.glb",
"{""contentId"":""f8f8280a-41cd-4cef-9e12-c450ab7cca17"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Āśā",
"{""contentId"":""e65b5c4c-5cce-49a8-903d-95c8c6b55da3"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","a3009f_e37f1b6406f045c0a4efc9a6e1c0cebb~mv2.png",
"{""contentId"":""e65b5c4c-5cce-49a8-903d-95c8c6b55da3"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""efb47e3a-2753-4586-a0a2-72c608963925"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra Sāgaradhvaja sentado em profunda meditação, imóvel e sem respirar.",
"{""contentId"":""efb47e3a-2753-4586-a0a2-72c608963925"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana chega a Milaspharaṇa e encontra o monge Sāgaradhvaja sentado em meditação no final de uma passarela de meditação. Ele está emanando vários tipos de seres, bodhisattvas e budas de diferentes partes do seu corpo, e essas emanações estão se espalhando por todos os reinos búdicos, realizando vários tipos de atividades. Sudhana senta-se diante dele durante seis meses e seis dias, até que Sāgaradhvaja se levanta de seu samādhi.",
"{""contentId"":""efb47e3a-2753-4586-a0a2-72c608963925"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/10iJh-r5hmq5Dtgx8VnYKWfaPc25d8NHT/view?usp=drive_link",
"{""contentId"":""efb47e3a-2753-4586-a0a2-72c608963925"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=9",
"{""contentId"":""efb47e3a-2753-4586-a0a2-72c608963925"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Monge",
"{""contentId"":""efb47e3a-2753-4586-a0a2-72c608963925"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo9.glb",
"{""contentId"":""efb47e3a-2753-4586-a0a2-72c608963925"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Sāgara­dhvaja",
"{""contentId"":""6996de22-4840-4a24-aa74-7b9f1616b695"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_2"">| Mapa da Trilha |</p>

<p class=""font_2"">&Aacute;guas da Prata, SP</p>","<p class=""font_2""><span>| Trail Map |</span></p>

<p class=""font_2""><span>&Aacute;guas da Prata, SP</span></p>"
"{""contentId"":""e6390215-2493-4a20-845e-ca1d91f61cd4"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_130f2346224a4f32b1029af824409ca7~mv2.png",
"{""contentId"":""e6390215-2493-4a20-845e-ca1d91f61cd4"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","budha-bubble.png",
"{""contentId"":""89aff360-111b-4c4a-a341-517987fac963"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_6"">56 Pontos na Jornada</p>","<p class=""font_6"">56 Journey Points</p>"
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","No bodhimaṇḍa.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","A deusa explica a Sudhana que sua liberação é a manifestação da compaixão universal. Ela descreve como, ao longo de incontáveis kalpas, ela cultivou a compaixão como sua prática central, fazendo oferendas a todos os budas e aspirando a proteger todos os seres. Ela narra como sua compaixão a leva a entrar em todos os reinos de sofrimento para resgatar os seres, agindo como uma mãe para os desprotegidos.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada ""a manifestação da grande compaixão que protege todos os seres e os estabelece na prática"". Este ensinamento foca na compaixão como a raiz de toda a prática do bodhisattva. A deusa demonstra que a verdadeira compaixão não é um sentimento passivo, mas a força motriz que leva um bodhisattva a entrar em todos os reinos e interagir com todos os tipos de seres para aliviar seu sofrimento e guiá-los à iluminação.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","A assembleia é composta por todos os seres em todos os reinos de sofrimento (infernos, reinos animais, mundos dos pretas, etc.) que são os beneficiários diretos de sua compaixão e suas emanações milagrosas.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Continuando sua jornada através da assembleia de deusas da noite, Sudhana encontra Samanta­sattva­trāṇojaḥ­śrī, cujo nome significa ""Glória do Poder que Protege Todos os Seres"".",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprofunda sua compreensão da compaixão como a fundação indispensável para a conduta do bodhisattva. Ele vê que todas as práticas e poderes de um bodhisattva emanam de um compromisso compassivo de aliviar o sofrimento, não importa onde ele se encontre.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Compaixão como Raiz: O capítulo enfatiza a compaixão (karuṇā) como a raiz de todas as outras práticas de bodhisattva.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","A deusa, com humildade, afirma que seu conhecimento se limita a este portal da compaixão protetora. Ela direciona Sudhana para a próxima deusa da noite, Praśāntarutasāgaravatī.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","De seu corpo emanam nuvens de luz que alcançam todos os seres em todos os reinos, extinguindo os sofrimentos dos infernos, a miséria dos pretas (fantasmas famintos) e a brutalidade dos animais. A luz então assume a forma de bodhisattvas que ensinam o Dharma de acordo com as necessidades de cada ser, guiando-os para fora do sofrimento e em direção à felicidade e, finalmente, à iluminação.",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","SAMANTA SATTVA TRĀṆOJAḤ ŚRĪ",
"{""contentId"":""df85b96e-c00e-4f38-9eb7-27b28b79871d"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Glória da Proteção Universal dos Seres",
"{""contentId"":""f446e437-3544-4a7a-a57f-6f5eb4b18e41"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra a deusa que, ao pôr do sol, influencia todos os seres a buscarem refúgio e descanso.",
"{""contentId"":""f446e437-3544-4a7a-a57f-6f5eb4b18e41"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","A deusa da noite Sarvavṛkṣpraphullanasukhasaṃvāsā está sentada num kūṭāgāra, um trono feito de ramos preciosos. Ela conta a Sudhana como a noite faz com que os seres desejem retornar aos seus lares e como ela conduz os seres à boa conduta e à liberação. Ela afirma que alcançou a liberação bodhisattvica chamada surgimento da vasta luz irradiante da alegria, e que tem o conhecimento para reunir os seres como alunos. Através dela, lembra-se da conduta passada, do progresso e da realização do Buda, referido como Vairocana.",
"{""contentId"":""f446e437-3544-4a7a-a57f-6f5eb4b18e41"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1M_rLGFCRJjHymBk4330lhPXnmBhDqPws/view?usp=drive_link",
"{""contentId"":""f446e437-3544-4a7a-a57f-6f5eb4b18e41"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=40",
"{""contentId"":""f446e437-3544-4a7a-a57f-6f5eb4b18e41"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Deusa da Noite",
"{""contentId"":""f446e437-3544-4a7a-a57f-6f5eb4b18e41"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo40.glb",
"{""contentId"":""f446e437-3544-4a7a-a57f-6f5eb4b18e41"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Sarva­vṛkṣpraphullana­sukha­saṃvāsā",
"{""contentId"":""f1384cbe-b8b5-46ce-a04d-745e81e3eda0"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_6"">Khyentse Norbu Rinpoche</p>","<p class=""font_6"">Khyentse Norbu Rinpoche</p>"
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Uma floresta idílica na terra de Nālayu.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","O diálogo central se desdobra em três partes: 1) A pergunta de Sudhana sobre a conduta do bodhisattva. 2) A resposta de Bhīṣmottara Nirghoṣa, que primeiro se dirige aos dez mil jovens brâmanes para louvar a nobre aspiração de Sudhana. 3) Os jovens brâmanes, por sua vez, cobrem Sudhana de flores e o reverenciam, profetizando que ele se tornará um protetor para todos os seres.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada ""o estandarte da invencibilidade"". Este ensinamento é transmitido não verbalmente, mas através de uma experiência visionária direta, demonstrando que a verdadeira invencibilidade vem da percepção direta da realidade búdica.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Dez mil jovens brâmanes, que atuam como uma assembleia que reconhece e valida a aspiração de Sudhana, amplificando a importância de sua busca.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana busca e encontra o ṛṣi Bhīṣmottara Nirghoṣa, um asceta com cabelos emaranhados e vestes de casca de árvore, meditando em um ashram. O encontro é testemunhado por dez mil jovens brâmanes. Sudhana, reconhecendo a importância do kalyāṇamitra como portal para a onisciência, prostra-se e pede instrução.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Através da bênção do ṛṣi, Sudhana atinge múltiplos samādhis, incluindo ""a essência do sol"" e ""o domínio do conhecimento precioso e incessante dos três tempos"". Ele ganha uma iluminação direta sobre a natureza dos fenômenos e a vastidão do domínio búdico. Ao retornar à consciência normal, ele retém a memória da experiência como uma bênção do kalyāṇamitra.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","O uso do toque físico como catalisador para uma profunda visão espiritual. A experiência radical de dilatação do tempo, onde kalpas de prática são vivenciados em um instante. O papel da assembleia de brâmanes em reconhecer e celebrar a jornada do aspirante.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Bhīṣmottara Nirghoṣa humildemente admite que conhece apenas esta liberação e não pode compreender a totalidade das práticas dos bodhisattvas mais avançados. Ele direciona Sudhana para seu próximo guia, o brâmane Jayoṣmāyatana, na terra de Īṣāṇa.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação ocorre quando o ṛṣi estende sua mão direita e toca a cabeça de Sudhana. Este toque induz uma visão profunda e transformadora: Sudhana percebe instantaneamente incontáveis reinos búdicos nas dez direções, vê a si mesmo na presença de todos os Budas desses reinos, ouve seus ensinamentos, compreende suas várias preces e testemunha suas emanações. Essa experiência se desenrola ao longo de períodos de tempo que parecem se estender por incontáveis kalpas.",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","BHĪṢMOTTARA NIRGHOṢA",
"{""contentId"":""f98252bc-7c95-4698-87ad-e7a0b3c95499"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Som Supremo e Terrível",
"{""contentId"":""f24a9174-23f9-439d-b3ee-35b0afd2bfb0"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","A cidade de Vajrapura, na terra de Draviḍa.",
"{""contentId"":""f24a9174-23f9-439d-b3ee-35b0afd2bfb0"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Após a pergunta de Sudhana, Megha se levanta, prostra-se completamente diante de Sudhana e faz oferendas a ele, em um ato de reverência ao caminho do bodhisattva. Ele então louva extensamente as qualidades de um bodhisattva com muitas metáforas (terra, oceano, sol) antes de explicar sua própria realização.",
"{""contentId"":""f24a9174-23f9-439d-b3ee-35b0afd2bfb0"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A Liberação através do ""Poder de Retenção de Sarasvatī"". Esta realização confere a Megha o conhecimento completo de todas as linguagens (divinas, humanas, animais, etc.) em incontáveis reinos. Ele pode compreender a fala de todos os Budas dos três tempos e ensinar o Dharma de forma perfeitamente adaptada a cada ser.",
"{""contentId"":""f24a9174-23f9-439d-b3ee-35b0afd2bfb0"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Inicialmente dez mil seres. Após a manifestação da luz, uma vasta assembleia de devas, nāgas, yakṣas e outros seres com poderes miraculosos é atraída e se junta ao ensinamento.",
"{""contentId"":""f24a9174-23f9-439d-b3ee-35b0afd2bfb0"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra Megha em um pátio, sentado em um trono de leão, ensinando a ""exibição da roda giratória das sílabas"" para uma assembleia de dez mil seres. Ele representa a maestria da comunicação universal para guiar todos os seres.",
